Value,Score,Method,Channel,Optimal,What,Participant,Condition,Sampling_Rate,Lowpass,Original_Frequencies,Duration,Dataset
3,0.3365176349154142,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5258127001381799,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6701653685491988,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7559647054452042,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.814498310473401,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8557831175856719,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8877089979521083,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9125440681389947,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9261307982099151,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9436523357348606,AFN,P5,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0003355057982816103,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10841111411212974,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33201673149654604,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.523805731540739,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6623803850110068,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.756511614789543,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8165620476177149,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8565216738190685,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8869480099315674,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9100384371166333,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9309743399433493,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9373171255368496,AFN,P1,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00048354279437942547,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10546446629355843,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33422328719273486,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5291671001197508,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6512428542761467,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7526688421444806,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8173319469767802,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8528219910094031,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8856224590068593,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9104185338134556,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9288210142933496,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9389075784806269,AFN,P2,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00026762071471272335,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10797388966082115,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33322708723437344,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5283356233314532,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6585251360825045,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7548744717425868,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8147155279236724,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8554533647238698,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8908958193934993,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9127896094551494,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9285361611498567,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9378912490802033,AFN,P6,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0003504931427920391,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10813183838602368,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33959980683641333,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5277797380811347,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6595943658499935,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7602171931249878,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8162047468742415,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8571150076352892,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8883852839893479,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9132317455042249,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9309312270298862,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9444972748523386,AFN,PO7,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00022401619879880663,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.11169379025834786,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3324414360567081,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5293632601994138,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6609068636635815,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7586043052254986,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.81483270705392,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8581264215367848,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8854951864257257,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9120002665343945,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.931520759413095,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9392426331829645,AFN,PO3,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00039318576091792556,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10777423572174677,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33471159859867045,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5254125123436141,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6629483124727444,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7559072564762511,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8144817836018615,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8581764652077736,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8877084002660276,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9115855433477622,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.931647889076778,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9404468804400252,AFN,POz,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0002731262378136533,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.1059728292858412,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.3322535676158016,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.527720149430054,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6582051263885746,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7544071950826309,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8150739437902661,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8612053165420045,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8903329354955747,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9098459268357287,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9267789370490723,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9432775557352792,AFN,PO4,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.00044952986440129663,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
2,0.10676464103792277,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
3,0.33313359872735554,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
4,0.5305536288191837,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
5,0.6657654349468553,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
6,0.7587846752416704,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
7,0.8137474227960555,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
8,0.8593808665578946,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
9,0.8886576434681526,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
10,0.9174556676063154,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
11,0.9312852952597731,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
12,0.9419356602969424,AFN,PO8,7,Dimension,sub-010002,Eyes-Closed,250.0,50.0,0.0-125.0,7.956333333333333,Lemon
1,0.0005348808884429261,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10678853383690375,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3387716363351436,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5282610668148814,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6579331890298715,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7517401142601259,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8086980173626559,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8537676400991674,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8834178707511272,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9100085925009616,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9277453978723826,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9378760747796093,AFN,Fp1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0004534094663144787,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.1073229373941845,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33488543534741355,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5273162625659017,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6631888586129909,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7439340980001621,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8086334939716481,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8535273354710278,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8842760576455747,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9089953721174455,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9274643745745097,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9375551040417837,AFN,Fp2,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003692398808758226,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10715165458813376,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33556525465324455,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5249998436265291,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6579260833247664,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7456797414877349,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8113007632059767,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8522537861851888,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8869613116936456,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9047967213961218,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9276292329525105,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9399660864898799,AFN,F7,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0004390281540535845,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.1058300832551448,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33590706185253805,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5260451453123598,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6644474531616219,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.744797532405619,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.808936028596787,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8549139658901383,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8848026053518293,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9071535293087742,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9235439506963417,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9393525230911439,AFN,F3,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003959100455207828,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10587695992161936,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.3383897312047858,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5196891330152812,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6585316359641529,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7475662710432115,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8140821040474714,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.851891514901496,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8866389767843196,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9074215430013998,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9256934957238077,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9392308938950187,AFN,Fz,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003857151726097043,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10856902851349319,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33295891520963866,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5301607747940358,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6612247624006904,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7435298647464483,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8113577298130257,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8502438103125806,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8827151697268293,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9066310683017275,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9271397779678533,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9396282899822973,AFN,F4,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0002841806834165163,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10570860985394807,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.34129618171267145,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5269929699712863,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6577463635029022,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.7513189701570911,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8098390898070218,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8504384407058575,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8845760451479424,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.9088143021334539,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9253419230863362,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9389862025618924,AFN,F8,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.0003208550873741642,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10539688391904244,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.33740489191506107,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
4,0.5342292425282641,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
5,0.6544226894872196,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
6,0.747170665317843,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
7,0.8115109487430114,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
8,0.8508811578663229,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
9,0.8853308563040464,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
10,0.907815032963813,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
11,0.9222296760929091,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
12,0.9434020750407879,AFN,FC5,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
1,0.00035907983734290914,AFN,FC1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
2,0.10638489991818492,AFN,FC1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
3,0.337107647676283,AFN,FC1,7,Dimension,sub-010002,Eyes-Open,250.0,50.0,0.0-125.0,7.8574,Lemon
